name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Datsun RediGO 1.0 S,250000,15000,Petrol,Individual,Manual,First Owner,8
Maruti Ignis 1.2 AMT Alpha BSIV,700000,25000,Petrol,Individual,Automatic,First Owner,7
Tata Nexon 1.5 Revotorq XM,800000,25000,Diesel,Individual,Manual,First Owner,6
Mahindra XUV500 W6 2WD,660000,69000,Diesel,Individual,Manual,First Owner,12
Maruti Swift VDI BSIV,465000,60000,Diesel,Individual,Manual,Third Owner,10
Mahindra Scorpio 2.6 CRDe,180000,222435,Diesel,Individual,Manual,Second Owner,19
Maruti Swift Dzire VDI,600000,66000,Diesel,Individual,Manual,Third Owner,8
Ford Fiesta 1.4 ZXi Duratec,150000,110000,Petrol,Individual,Manual,First Owner,15
Hyundai Verna 1.6 SX,450000,78000,Diesel,Individual,Manual,Second Owner,11
Hyundai Elite i20 Sportz Plus BSIV,721000,10000,Petrol,Individual,Manual,First Owner,6
Maruti Swift 1.2 DLX,300000,35000,Petrol,Individual,Manual,First Owner,7
Mahindra Scorpio BSIV,1000000,10000,Diesel,Individual,Manual,First Owner,6
Renault KWID RXT,300000,40000,Petrol,Individual,Manual,First Owner,9
Mahindra Scorpio LX,450000,120000,Diesel,Individual,Manual,First Owner,12
Maruti Esteem AX,79000,70000,Petrol,Individual,Automatic,First Owner,28
Ford Figo 1.5D Trend MT,545000,40000,Diesel,Individual,Manual,First Owner,8
Honda Amaze V Diesel BSIV,844999,20000,Diesel,Individual,Manual,First Owner,7
Skoda Rapid 1.5 TDI Ambition,700000,93000,Diesel,Individual,Manual,First Owner,9
Toyota Etios VD,650000,159000,Diesel,Individual,Manual,First Owner,9
Ford Ecosport 1.5 DV5 MT Titanium,525000,75000,Diesel,Individual,Manual,Second Owner,11
Ford Fiesta Classic 1.4 SXI Duratorq,110000,101100,Diesel,Individual,Manual,Third Owner,19
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,180000,66000,Diesel,Individual,Manual,First Owner,14
Hyundai i10 Era,280000,30000,Petrol,Individual,Manual,Second Owner,13
Renault KWID 1.0 RXT Optional,400000,10000,Petrol,Individual,Manual,First Owner,6
Mahindra XUV500 W8 4WD,625000,126000,Diesel,Individual,Manual,Second Owner,13
Volkswagen Vento 1.5 TDI Highline,535000,70000,Diesel,Individual,Manual,First Owner,10
Maruti Swift VDI Optional,459999,50000,Diesel,Individual,Manual,First Owner,8
Mahindra Bolero DI,300000,100000,Diesel,Individual,Manual,First Owner,15
Honda Civic 1.8 V AT,280000,60000,Petrol,Individual,Automatic,First Owner,18
Honda Mobilio V i VTEC,500000,70000,Petrol,Individual,Manual,First Owner,11
Hyundai Creta 1.6 SX,1200000,1200,Petrol,Individual,Manual,First Owner,6
Hyundai i10 Sportz AT,180000,134444,Petrol,Individual,Automatic,Second Owner,14
Maruti Alto LXi,78000,120000,Petrol,Individual,Manual,Second Owner,16
Nissan Micra Diesel XV Premium,160000,120000,Diesel,Individual,Manual,First Owner,14
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,238000,Diesel,Individual,Manual,First Owner,11
Maruti Wagon R LXI Minor,110000,100000,Petrol,Individual,Manual,Second Owner,17
Mahindra Bolero SLX 4WD BSIII,450000,110000,Diesel,Individual,Manual,Second Owner,14
Mahindra Scorpio S9 BSIV,1350000,35000,Diesel,Individual,Manual,First Owner,6
Honda City 1.3 DX,120000,165000,Petrol,Individual,Manual,Second Owner,22
Honda BR-V i-DTEC VX MT,1040000,42000,Diesel,Individual,Manual,First Owner,7
Hyundai Grand i10 CRDi Sportz,390000,70000,Diesel,Individual,Manual,Second Owner,11
Tata Nano Lx BSIII,65000,60000,Petrol,Individual,Manual,Second Owner,14
Volkswagen Polo Diesel Highline 1.2L,320000,115000,Diesel,Individual,Manual,Third Owner,12
Volkswagen Ameo 1.5 TDI Highline,720000,70000,Diesel,Individual,Manual,First Owner,8
Maruti Swift ZXI ABS,220000,80000,Petrol,Individual,Manual,Second Owner,18
Maruti Wagon R LXI BS IV,225000,65000,Petrol,Dealer,Manual,First Owner,14
Tata Manza Aura (ABS) Quadrajet BS IV,200000,150000,Diesel,Individual,Manual,Second Owner,15
Toyota Etios GD,434999,75000,Diesel,Dealer,Manual,Second Owner,10
Ford Figo Diesel Titanium,300000,63700,Diesel,Individual,Manual,First Owner,13
Honda Amaze VX i-DTEC,700000,74800,Diesel,Individual,Manual,First Owner,7
Ford Endeavour 2.5L 4X2 MT,500000,105000,Diesel,Individual,Manual,Second Owner,16
Renault Duster 85PS Diesel RxE,500000,40000,Diesel,Individual,Manual,First Owner,9
Maruti Ritz LDi,400000,90000,Diesel,Individual,Manual,Second Owner,9
Toyota Corolla Altis D-4D J,825000,75000,Diesel,Dealer,Manual,Second Owner,10
Maruti Swift Dzire VDI,720000,15000,Diesel,Individual,Manual,First Owner,7
Maruti 800 AC Uniq,110000,30000,Petrol,Individual,Manual,Second Owner,16
Mahindra Scorpio VLX 2WD AIRBAG BSIV,600000,100000,Diesel,Individual,Manual,Second Owner,11
Mahindra Scorpio VLX 2WD AT BSIV,275000,155000,Diesel,Individual,Automatic,Third Owner,16
Land Rover Range Rover Evoque 2.2L Dynamic,2349000,149000,Diesel,Individual,Automatic,Second Owner,13
Hyundai i20 1.4 Sportz,740000,60000,Diesel,Individual,Manual,First Owner,8
Maruti Baleno Alpha 1.3,800000,90000,Diesel,Individual,Manual,First Owner,8
Hyundai Verna CRDi 1.6 SX Option,1100000,100000,Diesel,Individual,Manual,First Owner,6
BMW X1 sDrive20d,750000,100000,Diesel,Individual,Automatic,Second Owner,13
Maruti Alto K10 2010-2014 VXI,200000,90000,Petrol,Individual,Manual,Second Owner,13
Tata Spacio SA 6 Seater,210000,75000,Diesel,Individual,Manual,First Owner,16
Maruti Swift VDI BSIV,270000,120000,Diesel,Individual,Manual,Second Owner,16
Toyota Etios 1.4 VXD,630000,90000,Diesel,Individual,Manual,Second Owner,9
Hyundai Xcent 1.2 Kappa S,375000,55000,Petrol,Individual,Manual,First Owner,10
Mahindra Xylo D2,300000,70000,Diesel,Individual,Manual,First Owner,15
Mahindra Bolero Power Plus SLX,580000,95000,Diesel,Individual,Manual,Second Owner,9
Hyundai Verna 1.4 CRDi,550000,50000,Diesel,Individual,Manual,First Owner,11
Maruti Ciaz ZDi Plus SHVS,750000,50000,Diesel,Individual,Manual,First Owner,9
Maruti Omni E MPI STD BS IV,250000,60516,Petrol,Individual,Manual,First Owner,11
Hyundai Verna 1.6 SX,434999,235000,Diesel,Individual,Manual,Second Owner,13
Mercedes-Benz E-Class 280 CDI,900000,76731,Diesel,Dealer,Automatic,First Owner,18
Maruti Swift ZDI,685000,64000,Diesel,Dealer,Manual,First Owner,9
Maruti Swift VDI BSIV,540000,65000,Diesel,Dealer,Manual,First Owner,11
Honda City i-VTEC CVT ZX,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,7
Ford Ecosport 1.5 DV5 MT Titanium Optional,610000,77000,Diesel,Dealer,Manual,First Owner,11
Hyundai EON Era,254999,24000,Petrol,Dealer,Manual,First Owner,14
Nissan Micra Active XV,280000,63840,Petrol,Dealer,Manual,First Owner,11
Tata Tiago 1.2 Revotron XT,370000,25000,Petrol,Individual,Manual,First Owner,8
Tata New Safari DICOR 2.2 EX 4x2,459999,76400,Diesel,Individual,Manual,Second Owner,14
Maruti Zen LX,42000,70000,Petrol,Individual,Manual,Third Owner,27
Fiat Linea Active (Diesel),190000,80000,Diesel,Individual,Manual,Third Owner,14
Fiat Punto 1.4 Emotion,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15
Ford EcoSport 1.5 Diesel Trend Plus BSIV,710000,40000,Diesel,Individual,Manual,First Owner,8
Hyundai Creta 1.6 SX Option,1200000,15000,Petrol,Individual,Manual,First Owner,7
Maruti Zen Estilo LXI BS IV,229999,70000,Petrol,Individual,Manual,First Owner,14
Renault KWID RXT,310000,15000,Petrol,Individual,Manual,First Owner,7
Maruti Wagon R VXI BS IV,320000,40000,Petrol,Individual,Manual,First Owner,10
Maruti 800 AC,100000,54000,Petrol,Individual,Manual,First Owner,19
Hyundai Verna CRDi,160000,90000,Diesel,Individual,Manual,First Owner,16
Maruti 800 AC BSIII,60000,52000,Petrol,Individual,Manual,First Owner,18
Tata Indigo LS,100000,200000,Diesel,Individual,Manual,Third Owner,13
Chevrolet Beat Diesel LT,350000,35000,Diesel,Individual,Manual,Second Owner,9
Renault Duster 110PS Diesel RxZ AWD,700000,60000,Diesel,Individual,Manual,First Owner,8
Maruti Alto K10 VXI,300000,31489,Petrol,Individual,Manual,First Owner,8
Hyundai i20 1.4 Asta Option,830000,40000,Diesel,Individual,Manual,First Owner,7
Hyundai Verna Transform VTVT,229999,70000,Petrol,Individual,Manual,First Owner,15
Hyundai i20 Magna Optional 1.4 CRDi,400000,100000,Diesel,Individual,Manual,First Owner,12
Maruti Gypsy King Hard Top Ambulance BSIV,300000,70000,Petrol,Individual,Manual,Second Owner,20
Ford Figo Diesel Celebration Edition,300000,50000,Diesel,Individual,Manual,First Owner,12
Ford Fiesta 1.4 SXi TDCi,80000,180000,Diesel,Individual,Manual,Second Owner,16
Maruti 800 AC,80000,50000,Petrol,Individual,Manual,Second Owner,17
Maruti Esteem Vxi,100000,90000,Petrol,Individual,Manual,Second Owner,18
Tata Indica Vista Quadrajet LS,300000,110000,Diesel,Individual,Manual,First Owner,13
Maruti Baleno Zeta Automatic,700000,26000,Petrol,Individual,Automatic,First Owner,7
Maruti Vitara Brezza ZDi Plus,975000,65000,Diesel,Individual,Manual,First Owner,9
Chevrolet Captiva LT,500000,130000,Diesel,Individual,Manual,First Owner,16
Renault Duster 85PS Diesel RxL Optional,550000,75000,Diesel,Individual,Manual,Second Owner,12
Nissan Terrano XV Premium 110 PS,550000,110000,Diesel,Individual,Manual,Second Owner,11
Maruti Alto K10 2010-2014 VXI,240000,50000,Petrol,Individual,Manual,First Owner,11
Maruti 800 Std,50000,80000,Petrol,Individual,Manual,Second Owner,28
Tata Indica Vista Aura 1.2 Safire,120000,80000,Petrol,Individual,Manual,Second Owner,16
Maruti Alto 800 LXI,900000,60000,Petrol,Individual,Manual,Second Owner,12
Honda City 1.5 V MT,250000,90000,Petrol,Individual,Manual,Second Owner,16
Renault KWID 1.0 RXT Optional,280000,36000,Petrol,Individual,Manual,First Owner,8
Tata Indica Vista Terra Quadrajet 1.3L BS IV,85000,87000,Diesel,Individual,Manual,First Owner,15
Tata Indica Vista Terra 1.4 TDI,90000,80000,Diesel,Individual,Manual,First Owner,14
Chevrolet Enjoy TCDi LT 8 Seater,500000,50000,Diesel,Individual,Manual,First Owner,10
Maruti 800 Std,200000,60000,Petrol,Individual,Manual,First Owner,12
Renault KWID RXT,250000,50000,Petrol,Individual,Manual,First Owner,10
Maruti Swift Dzire VDI,185000,40000,Diesel,Individual,Manual,Third Owner,11
Hyundai i10 Magna 1.1,100000,60000,Petrol,Individual,Manual,Second Owner,17
Toyota Etios VXD,610000,55000,Diesel,Individual,Manual,First Owner,10
Mahindra Quanto C8,290000,80000,Diesel,Individual,Manual,First Owner,13
Mahindra Xylo E9,300000,295000,Diesel,Individual,Manual,First Owner,13
Hyundai EON Era Plus,225000,80000,Petrol,Individual,Manual,First Owner,10
Maruti Alto K10 VXI,320000,50000,Petrol,Individual,Manual,Second Owner,8
Tata Indigo CR4,135000,158000,Diesel,Individual,Manual,Third Owner,13
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,400000,400000,Diesel,Individual,Manual,Third Owner,19
Nissan Sunny XL,600000,19495,Petrol,Dealer,Manual,First Owner,9
Renault Duster 85PS Diesel RxL Plus,570000,62668,Diesel,Dealer,Manual,First Owner,12
Mahindra XUV500 W6 2WD,850000,85710,Diesel,Dealer,Manual,First Owner,12
Ford Figo Diesel EXI,250000,55130,Diesel,Dealer,Manual,Second Owner,14
Ford Ecosport 1.5 DV5 MT Titanium,580000,63356,Diesel,Dealer,Manual,Second Owner,11
Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Dealer,Manual,First Owner,13
Chevrolet Spark 1.0 LT,180000,15000,Petrol,Individual,Manual,First Owner,15
Tata Tiago 1.2 Revotron XE,300000,50000,Petrol,Individual,Manual,First Owner,8
Toyota Etios Liva VX,269000,70000,Petrol,Individual,Manual,Second Owner,13
Maruti Alto K10 VXI,231999,20000,Petrol,Individual,Manual,First Owner,7
Chevrolet Beat LS,150000,60000,Petrol,Individual,Manual,Third Owner,14
Hyundai Grand i10 Asta Option,495000,5000,Petrol,Individual,Manual,First Owner,8
Maruti Ciaz VXi,700000,15000,Petrol,Individual,Manual,First Owner,11
Datsun GO Plus T BSIV,400000,4400,Petrol,Individual,Manual,Second Owner,7
Mahindra Xylo H4,599000,15000,Diesel,Individual,Manual,Third Owner,6
Renault Duster 85PS Diesel RxL Optional,421000,45000,Diesel,Individual,Manual,First Owner,12
Ford EcoSport 1.5 Diesel Trend BSIV,841000,1000,Diesel,Individual,Manual,First Owner,7
Hyundai i10 Magna 1.1L,295000,38500,Petrol,Individual,Manual,First Owner,11
Hyundai i10 Sportz,220000,25000,Petrol,Individual,Manual,First Owner,14
Ford Classic 1.4 Duratorq LXI,250000,35000,Diesel,Individual,Manual,First Owner,12
Toyota Fortuner 3.0 Diesel,1100000,110000,Diesel,Individual,Manual,Second Owner,16
Hyundai Verna 1.6 VTVT,300000,40000,Petrol,Individual,Manual,First Owner,13
Chevrolet Aveo U-VA 1.2,80000,110000,Petrol,Individual,Manual,Second Owner,18
Chevrolet Beat Diesel LT,215000,20000,Diesel,Individual,Manual,Third Owner,12
Hyundai EON Magna Plus,245000,14987,Petrol,Dealer,Manual,First Owner,13
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,25061,Diesel,Dealer,Manual,First Owner,9
Ford Ecosport 1.5 Diesel Titanium,760000,42494,Diesel,Dealer,Manual,First Owner,8
Honda Amaze S i-Dtech,395000,44875,Diesel,Dealer,Manual,First Owner,11
Ford Figo Diesel EXI,280000,89741,Diesel,Dealer,Manual,Second Owner,11
Honda Jazz 1.5 S i DTEC,495000,65000,Diesel,Dealer,Manual,First Owner,9
Honda Jazz 1.5 VX i DTEC,525000,35000,Diesel,Dealer,Manual,First Owner,9
Toyota Innova 2.5 GX 8 STR BSIV,420000,347089,Diesel,Dealer,Manual,First Owner,16
Tata New Safari DICOR 2.2 VX 4x2,210000,34500,Diesel,Individual,Manual,First Owner,15
Hyundai i20 Active 1.2 S,650000,30000,Petrol,Individual,Manual,First Owner,7
BMW 3 Series 320d Luxury Line,2300000,39000,Diesel,Individual,Automatic,First Owner,7
Ford Freestyle Titanium Plus Diesel BSIV,525000,16000,Diesel,Individual,Manual,First Owner,6
Maruti Wagon R LXI CNG,195000,80000,CNG,Individual,Manual,Second Owner,15
Maruti Ertiga SHVS VDI,650000,60000,Diesel,Individual,Manual,First Owner,9
Mahindra TUV 300 T6 Plus,540000,110000,Diesel,Individual,Manual,First Owner,10
Maruti Alto 800 LXI,180000,61000,Petrol,Individual,Manual,First Owner,11
Maruti Ertiga SHVS ZDI Plus,980000,50000,Diesel,Individual,Manual,First Owner,7
Fiat Grande Punto EVO 90HP 1.3 Sport,250000,90000,Diesel,Individual,Manual,First Owner,11
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,35000,Petrol,Individual,Automatic,First Owner,7
Volkswagen Vento 1.6 Highline,509999,43000,Petrol,Individual,Manual,Second Owner,10
Maruti Alto K10 LXI,320000,50000,Petrol,Individual,Manual,First Owner,8
Hyundai EON D Lite,275000,25000,Petrol,Individual,Manual,First Owner,9
Mahindra XUV500 W8 2WD,550000,222252,Diesel,Individual,Manual,First Owner,12
Maruti Wagon R VXI Minor,145000,50000,Petrol,Individual,Manual,Second Owner,16
Fiat Grande Punto Emotion 90Hp,250000,80000,Diesel,Individual,Manual,First Owner,12
Hyundai Verna 1.6 SX,520000,35000,Diesel,Individual,Manual,First Owner,13
Maruti Alto LXi,95000,85000,Petrol,Individual,Manual,Second Owner,18
Toyota Innova 2.5 V Diesel 7-seater,725000,110000,Diesel,Individual,Manual,Third Owner,14
Maruti 800 AC,55000,70000,Petrol,Individual,Manual,Second Owner,19
Honda City i DTEC VX,600000,100000,Diesel,Individual,Manual,First Owner,11
Volkswagen Vento New Diesel Highline,330000,120000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift Dzire VDI,470000,89000,Diesel,Individual,Manual,First Owner,10
Maruti Swift ZDi,365000,120000,Diesel,Individual,Manual,First Owner,12
Hyundai EON Magna Plus,250000,40000,Petrol,Individual,Manual,Second Owner,12
Maruti Wagon R VXI BS IV,430000,17000,Petrol,Individual,Manual,First Owner,8
Maruti Swift VDI,400000,125000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift Dzire ZXI,615000,110000,Petrol,Individual,Manual,Second Owner,10
Ford Figo Diesel Titanium,150000,120000,Diesel,Individual,Manual,Second Owner,14
Ford Figo Diesel ZXI,240000,90000,Diesel,Individual,Manual,First Owner,11
Mahindra Scorpio S10 7 Seater,800000,90000,Diesel,Individual,Manual,First Owner,11
Hyundai EON LPG Magna Plus,240000,110000,LPG,Individual,Manual,First Owner,10
Ford Ecosport 1.5 DV5 MT Titanium,600000,87000,Diesel,Individual,Manual,Second Owner,11
Mahindra Scorpio LX,800000,15000,Diesel,Individual,Manual,First Owner,11
Ford Fiesta Classic 1.6 Duratec CLXI,350000,38000,Petrol,Individual,Manual,First Owner,13
Honda City 1.5 V MT,300000,64000,Petrol,Individual,Manual,Second Owner,14
Tata Sumo Gold EX BSIII,399000,55250,Diesel,Individual,Manual,First Owner,10
Mahindra Bolero DI,300000,110000,Diesel,Individual,Manual,First Owner,14
Maruti A-Star AT VXI,150000,70000,Petrol,Individual,Automatic,First Owner,13
Chevrolet Cruze LTZ,320000,60000,Diesel,Individual,Manual,Third Owner,15
Tata Hexa XM,1280000,17000,Diesel,Individual,Manual,First Owner,7
Renault KWID 1.0 RXT Optional,300000,13000,Petrol,Individual,Manual,Second Owner,8
Nissan Terrano XL Plus ICC WT20 SE,1000000,60000,Diesel,Individual,Manual,First Owner,9
Mitsubishi Pajero Sport 4X4,1090000,120000,Diesel,Individual,Manual,Second Owner,13
Tata New Safari DICOR 2.2 GX 4x2 BS IV,450000,97000,Diesel,Individual,Manual,Second Owner,13
Tata Indica GLS BS IV,60000,130000,Petrol,Individual,Manual,Second Owner,18
Maruti Swift Dzire ZXI,500000,50000,Petrol,Individual,Manual,First Owner,12
Tata Indigo CR4,200000,120000,Diesel,Individual,Manual,Second Owner,13
Maruti Alto LXi,60000,100000,Petrol,Individual,Manual,Second Owner,19
Hyundai Accent Executive CNG,185000,67000,CNG,Dealer,Manual,Second Owner,13
Maruti Alto K10 VXI,155000,60000,Petrol,Individual,Manual,First Owner,10
Maruti Swift VXI,600000,5000,Petrol,Individual,Manual,First Owner,6
Renault KWID RXE,300000,20000,Petrol,Individual,Manual,First Owner,9
Hyundai Creta 1.6 E Plus,850000,12500,Petrol,Individual,Manual,First Owner,7
Maruti Eeco CNG 5 Seater AC BSIV,470000,4000,CNG,Individual,Manual,First Owner,6
Ford Figo 1.2P Titanium MT,600000,25000,Petrol,Individual,Manual,First Owner,6
Toyota Innova 2.5 G (Diesel) 7 Seater,700000,70000,Diesel,Individual,Manual,Second Owner,12
Maruti Wagon R LXI DUO BSIII,70000,162000,LPG,Individual,Manual,First Owner,18
Toyota Fortuner 3.0 Diesel,1250000,205000,Diesel,Individual,Manual,Second Owner,15
Audi A6 2.8 FSI,650000,70000,Petrol,Individual,Automatic,Third Owner,17
Hyundai Xcent 1.2 CRDi S,450000,70000,Diesel,Individual,Manual,Second Owner,7
Mahindra XUV500 W8 2WD,750000,100000,Diesel,Individual,Manual,Second Owner,11
Toyota Innova 2.5 G (Diesel) 7 Seater,775000,70000,Diesel,Individual,Manual,Second Owner,12
Hyundai Santa Fe 4X4,800000,220000,Diesel,Individual,Manual,First Owner,14
Honda Amaze E i-Vtech,360000,80000,Petrol,Individual,Manual,Second Owner,10
Toyota Corolla Altis Diesel D4DG,250000,120000,Diesel,Individual,Manual,First Owner,15
Jeep Compass 2.0 Longitude Option BSIV,1490000,22038,Diesel,Individual,Manual,First Owner,8
Nissan Terrano XL 110 PS,600000,80000,Diesel,Individual,Manual,First Owner,12
Maruti Alto LX,120000,90000,Petrol,Individual,Manual,First Owner,15
Tata New Safari DICOR 2.2 EX 4x2,320000,140000,Diesel,Individual,Manual,Second Owner,13
Mahindra Thar 4X2,400000,120000,Diesel,Individual,Manual,Second Owner,14
Maruti Swift Dzire ZDI,302000,60000,Diesel,Individual,Manual,First Owner,10
Maruti Swift Dzire LXI Option,150000,60000,Petrol,Individual,Manual,Second Owner,11
Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,90000,Diesel,Individual,Manual,Second Owner,13
Maruti Swift Vdi BSIII,120000,175000,Diesel,Individual,Manual,Second Owner,17
Mahindra XUV500 W7 BSIV,1400000,10000,Diesel,Individual,Manual,First Owner,6
Hyundai i20 1.2 Asta Option,620000,65000,Petrol,Individual,Manual,First Owner,8
Toyota Innova 2.5 GX 8 STR BSIV,449000,90000,Diesel,Individual,Manual,First Owner,13
Maruti Alto LXi,100000,70000,Petrol,Individual,Manual,First Owner,18
Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2500,Petrol,Individual,Manual,First Owner,7
Chevrolet Beat Diesel LT,250000,40000,Diesel,Individual,Manual,First Owner,13
Maruti Baleno RS 1.0 Petrol,550000,63000,Petrol,Individual,Manual,First Owner,7
Skoda Rapid 1.5 TDI Ambition,360000,70000,Diesel,Individual,Manual,First Owner,11
Skoda Superb LK 1.8 TSI AT,650000,60000,Petrol,Dealer,Automatic,First Owner,13
Ford Fiesta 1.5 TDCi Titanium,199000,92000,Diesel,Dealer,Manual,Third Owner,13
Mahindra Quanto C6,285000,89126,Diesel,Individual,Manual,First Owner,11
Volkswagen Jetta 1.9 TDI Comfortline DSG,260000,134000,Diesel,Individual,Automatic,First Owner,16
Maruti Ciaz 1.4 AT Zeta,869999,15000,Petrol,Dealer,Automatic,First Owner,6
Hyundai Grand i10 1.2 CRDi Magna,425000,42500,Diesel,Dealer,Manual,First Owner,9
Chevrolet Cruze LTZ AT,490000,42000,Diesel,Dealer,Automatic,First Owner,13
Mahindra XUV500 AT W8 FWD,750000,70000,Diesel,Individual,Automatic,Second Owner,10
Honda City 1.5 EXI,125000,110000,Petrol,Individual,Manual,Third Owner,21
Fiat Linea 1.3 Emotion,221000,131365,Diesel,Individual,Manual,First Owner,11
Volkswagen Vento 1.5 TDI Highline AT,724000,48980,Diesel,Dealer,Automatic,First Owner,9
Honda Amaze VX AT i-Vtech,440000,46000,Petrol,Dealer,Automatic,First Owner,11
Chevrolet Spark 1.0 LS,70000,60000,Petrol,Individual,Manual,Third Owner,16
Maruti Baleno Delta Diesel,511000,58000,Diesel,Dealer,Manual,First Owner,10
Maruti S-Cross Alpha DDiS 200 SH,790000,22000,Diesel,Dealer,Manual,First Owner,9
Hyundai i20 1.2 Asta Option,640000,37000,Petrol,Individual,Manual,First Owner,8
Hyundai Santro Xing GLS,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16
Chevrolet Beat Diesel LT,126000,98900,Diesel,Individual,Manual,Third Owner,13
Chevrolet Beat Diesel LT,120000,125000,Diesel,Individual,Manual,First Owner,13
Mahindra TUV 300 T4 Plus,650000,60000,Diesel,Individual,Manual,First Owner,8
Hyundai Grand i10 Asta,450000,80000,Petrol,Individual,Manual,Second Owner,11
Maruti Zen Estilo LXI Green (CNG),110000,80000,CNG,Individual,Manual,Fourth & Above Owner,15
Mahindra Bolero Power Plus Plus AC BSIV PS,600000,40000,Diesel,Individual,Manual,First Owner,8
Mahindra XUV500 W8 4WD,620000,80000,Diesel,Individual,Manual,Second Owner,13
Ford Ecosport 1.5 DV5 MT Titanium,600000,30000,Diesel,Individual,Manual,First Owner,11
Mahindra Bolero Power Plus ZLX,795000,35000,Diesel,Individual,Manual,First Owner,7
Tata Winger Deluxe - Hi Roof (AC),300000,180000,Diesel,Individual,Manual,Third Owner,14
Renault Lodgy 85PS RxL,495000,60000,Diesel,Individual,Manual,First Owner,10
Tata Hexa XTA,1350000,34000,Diesel,Individual,Automatic,First Owner,7
Mahindra Xylo D4,350000,145000,Diesel,Individual,Manual,First Owner,11
Datsun RediGO AMT 1.0 S,300000,25000,Petrol,Individual,Automatic,First Owner,7
Nissan Sunny XL D,500000,70000,Diesel,Individual,Manual,First Owner,7
Audi Q3 35 TDI Quattro Technology,2575000,36000,Diesel,Dealer,Automatic,First Owner,8
Honda Brio VX,345000,58000,Petrol,Dealer,Manual,First Owner,11
Tata Indigo CR4,220000,100000,Diesel,Individual,Manual,First Owner,12
Maruti 800 AC,50000,100000,Petrol,Individual,Manual,Second Owner,26
Honda Jazz Select Edition,585000,14000,Petrol,Dealer,Manual,First Owner,8
Maruti Swift Dzire AMT VXI,625000,13800,Petrol,Individual,Automatic,First Owner,7
Hyundai Creta 1.6 SX Automatic,1035000,23000,Petrol,Dealer,Automatic,First Owner,8
Mahindra Xylo D4,600000,99700,Diesel,Individual,Manual,First Owner,8
Toyota Fortuner 2.8 4WD AT BSIV,3100000,5000,Diesel,Individual,Automatic,First Owner,6
Honda City i-DTEC SV,650000,49654,Diesel,Dealer,Manual,First Owner,11
Hyundai Grand i10 Asta,550000,45457,Petrol,Dealer,Manual,First Owner,9
Hyundai Creta 1.6 CRDi SX,1260000,39221,Diesel,Dealer,Manual,First Owner,8
Hyundai i20 Sportz 1.2,660000,48220,Petrol,Dealer,Manual,First Owner,9
Hyundai i20 Sportz 1.2,700000,11114,Petrol,Dealer,Manual,First Owner,8
Hyundai Getz 1.5 CRDi GVS,235000,60208,Diesel,Dealer,Manual,First Owner,17
Volkswagen Vento 1.5 TDI Highline,475000,80000,Diesel,Dealer,Manual,First Owner,12
Mercedes-Benz E-Class 280 CDI Elegance,795000,98600,Diesel,Dealer,Automatic,First Owner,17
Audi RS7 2015-2019 Sportback Performance,8900000,13000,Petrol,Dealer,Automatic,First Owner,9
Audi Q5 3.0 TDI Quattro Technology,3200000,30000,Diesel,Dealer,Automatic,First Owner,10
MG Hector Smart AT,1860000,18000,Petrol,Dealer,Automatic,First Owner,6
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,4200000,100000,Diesel,Dealer,Automatic,First Owner,15
Honda City VX CVT,850000,58000,Petrol,Dealer,Automatic,First Owner,10
Mahindra Xylo D4,585000,85441,Diesel,Dealer,Manual,First Owner,8
Mahindra Verito 1.5 D4 BSIV,380000,64541,Diesel,Dealer,Manual,First Owner,10
Maruti Swift Dzire VDI,650000,35000,Diesel,Individual,Manual,First Owner,6
Nissan Micra Active XV,434999,16267,Petrol,Dealer,Manual,First Owner,8
Volkswagen Vento 1.5 TDI Highline,525000,71500,Diesel,Dealer,Manual,First Owner,12
BMW 5 Series 520d Luxury Line,4800000,12999,Diesel,Dealer,Automatic,First Owner,6
Chevrolet Aveo U-VA 1.2 LS,160000,80000,Petrol,Individual,Manual,First Owner,17
Maruti Zen Estilo 1.1 LXI BSIII,160000,90000,Petrol,Individual,Manual,Second Owner,18
Hyundai Creta 1.6 VTVT S,900000,14700,Petrol,Individual,Manual,First Owner,8
Maruti Alto LX,61000,90000,Petrol,Individual,Manual,Second Owner,25
Maruti Wagon R LXI BS IV,400000,50000,Petrol,Individual,Manual,First Owner,8
Hyundai Santro Xing XS,150000,100000,Petrol,Individual,Manual,Second Owner,16
Volkswagen Polo GT 1.0 TSI,950000,24000,Petrol,Individual,Automatic,First Owner,6
Hyundai Getz GLX,110000,90000,Petrol,Individual,Manual,First Owner,18
